Name,Address,Time,Close,Tel,PASELI
ポート24八事店,愛知県名古屋市昭和区広路町字北石坂102-4, 09:00-24:00, 無休, 052-834-9200,1
BUDDY名古屋みなと店,愛知県名古屋市港区品川町2-1-6イオンモール名古屋みなと店内1F,,, 080-4898-3129,1
楽市楽座イオンモール名古屋茶屋店,愛知県名古屋市港区西茶屋2-11イオンモール名古屋茶屋店3F,,, 052-398-6274,0
名古屋レジャーランド大高店,愛知県名古屋市緑区大高町字忠治山12-1名古屋グランドホウル内B2F, 一部24時間営業, 無し, 052-625-5360,1
ラウンドワン鳴海店,愛知県名古屋市緑区鳴海町字杜若28, 10:00-24:00/土・日・祝9:00-24:00, 無し, 052-899-0700,1
ゲームファンタジーランドダイナソア,愛知県大府市東新町3-87-88, 10:00-24:00, 無し, 0562-46-3250,1
Uファクトリー安城店,愛知県安城市住吉町5-13-37, 9:00-24:00, 無し, 0566-96-0700,1
夢希望,愛知県安城市尾崎町追池52-9, 一部24時間営業, 無休, 0566-98-8879,1
安城メトロポリス,愛知県安城市浜富町6-8, 平日10:00-24:00、土日祝日9:00-24:00, 無し, 0566-74-8238,1
M'sパーク小牧,愛知県小牧市大字村中字稲荷783, 9:00-24:00, 無し, 0568-77-8752,1
小牧メトロポリス,愛知県小牧市間々片山181, 平日10:00-24:00、土日祝日9:00-24:00, 無し, 0568-71-0005,1
タカラ島 尾張旭店,愛知県尾張旭市北本地ヶ原町4-29, 10:00-24:00, 無し, 0561-51-0511,1
M'Sパーク三郷店 西館,愛知県尾張旭市南原山町赤土207, 10:00-24:00, 無し, 0561-55-5103,1
M'Sパーク三郷店,愛知県尾張旭市南原山町赤土230, 10:00-24:00, 無し, 0561-52-4646,1
ADXマミー岡崎店,愛知県岡崎市井田新町6-1, 10:00-24:00, 無し, 0564-83-6262,1
アミューズメントスクエア201,愛知県岡崎市岩津町字川畔119-6, 9:00-24:00, 無し, 0564-45-8201,1
スペース201,愛知県岡崎市欠町字野添39, 10:00-24:00,, 0564-24-6451,1
ステーション201,愛知県岡崎市美合町一ノ久保1-64サンリバー1F, 10:00-24:00,, 0564-54-7201,1
ゲームファンタジアン岡崎店,愛知県岡崎市錦町2-4, 10:00-翌5:00, 無し, 0564-66-0505,1
ゲームファンタジアン長久手店,愛知県愛知郡長久手町武蔵塚705, 9:00-24:00, 無し, 0561-64-5205,1
コムテックプラザ赤池,愛知県日進市赤池1-2901, 10:00-翌3:00,, 052-807-2666,1
ADXマミー春日井出川店,愛知県春日井市不二が丘1-5,,, 0568-54-8590,1
オークランドボウル,愛知県春日井市鳥居松町3-11,,, 0568-81-8191,1
ゲームファンタジーランドナイル,愛知県東海市名和町三番割上20, 10:00-24:00, 無し, 052-601-7817,1
ハローズガーデン江南西店,愛知県江南市松竹町上野205ヴィアモ-ル江南西店2Fワンダーフォレスト, 10:00-21:30, 無し, 0587-51-6286,1
バッティングセンター甲子園,愛知県津島市寺野町字五反田43,,, 0567-24-1300,1
カレッジゼロ津島店,愛知県津島市蛭間町桝田306-2, 10:00-24:00, 無し, 0567-22-3105,1
WAVE田原店,愛知県田原市神戸町大坪152-1, 11:00-24:00, 無休, 0531-22-7333,1
ユーズランド東浦,愛知県知多郡東浦町大字緒川字旭13-2イオンモール東浦2F, 10:00-23:00, 無し, 0562-82-2782,1
ゲームプラザ ミッキー,愛知県稲沢市朝府町2-33, 11:00-24:00, 無し, 0587-23-4397,1
ゲームファンタジアン蒲郡,愛知県蒲郡市竹谷町中野1-12, 一部24時間営業, 無し, 053-369-8880,1
豊川メトロポリス,愛知県豊川市下長山町上アライ14-1, 平日10:00-24:00 土日9:00-24:00, 無し, 0533-85-6540,1
WAVE白鳥店,愛知県豊川市白鳥町字京次55-1, 10:00-24:00, 無休, 0533-88-6444,1
アミューズメントクラブノバ,愛知県豊橋市三本木町元三本木80-2, 一部24時間営業, 無休, 0532-37-3310,1
ラウンドワン豊橋店,愛知県豊橋市大岩町字岩田27-2, 店舗に直接お問い合わせください, JR「二川駅」より徒歩約10分, 0532-65-2212,1
La･Fiesta,愛知県豊橋市広小路1-6-2, 10:00-24:00, 無し, 0532-55-5963,1
M'Sパーク豊田店,愛知県豊田市寿町3-10番11, 一部24時間営業,, 0565-71-0027,1
ポート24幸田,愛知県額田郡幸田町大字高力字沖原15カメリアガーデン幸田内, 10:00-24:00, 無休, 0564-63-6588,1
アミューズメントノア高浜,愛知県高浜市屋敷町1-1-6,,, 0566-52-6012,1
